studyYear,studyDesign,plantingDate,harvestDate,germplasmName,observationLevel,observationUnitName,replicate,plotNumber,rowNumber,colNumber,Chalky seeds|LSU_01:0000107,Days to heading|LSU_01:0000130,Emergence date|LSU_01:0000128,Grain length average|LSU_01:0000102,Grain length-width ratio average|LSU_01:0000105,Grain whiteness average|LSU_01:0000106,Grain width average|LSU_01:0000103,Harvest moisture|LSU_01:0000136,Harvest weight|LSU_01:0000137,Heading date|LSU_01:0000129,Lodging|LSU_01:0000135,Plant height|LSU_01:0000132,Plot stand near flood|LSU_01:0000133,Ratoon moisture|LSU_01:0000139,Ratoon weight|LSU_01:0000140,Ratoon yield|LSU_01:0000141,Seedling vigor|LSU_01:0000131,Total milling percentage|LSU_01:0000101,Whole milling percentage|LSU_01:0000100,Yield
2024,RCBD,2024-February-29,2024-July-30,211L1032,plot,24_AYT_CN_SF-rep1-211L1032_10,1,10,2,3,17.5,88,3/11/2024,6.67,3.03,43.2,2.2,14.4,14.53,6/7/2024,0,101,7,15,5.1,3284.472941,3,67.18,59.78,9423.450653
2024,RCBD,2024-February-29,2024-July-30,211L1056,plot,24_AYT_CN_SF-rep1-211L1056_7,1,7,2,6,14.3,86,3/11/2024,6.81,3.04,45.1,2.24,14,14.75,6/5/2024,40,98,7,14.9,5.65,3642.961609,3,68.5,56.78,9610.833494
2024,RCBD,2024-February-29,2024-July-30,211L1124,plot,24_AYT_CN_SF-rep1-211L1124_24,1,24,4,1,15.2,88,3/11/2024,6.48,2.92,43,2.22,16.6,15.12,6/7/2024,0,117,7,14.5,4.53,2934.545876,3,68.22,61.48,9554.070101
2024,RCBD,2024-February-29,2024-July-30,211L1331,plot,24_AYT_CN_SF-rep1-211L1331_26,1,26,5,2,18.5,94,3/11/2024,6.79,3.13,42.3,2.17,14.4,12.82,6/13/2024,20,104,7,15.5,6.8,4353.536683,3,67.39,59.52,8314.427899
2024,RCBD,2024-February-29,2024-July-30,221L1002,plot,24_AYT_CN_SF-rep1-221L1002_19,1,19,4,6,15.8,88,3/11/2024,6.41,2.68,40.8,2.39,16.5,16.68,6/7/2024,0,111,7,14,3.95,2573.784217,3,68.23,59.75,10552.44515
2024,RCBD,2024-February-29,2024-July-30,221L1013,plot,24_AYT_CN_SF-rep1-221L1013_14,1,14,3,2,17.5,86,3/11/2024,6.84,3.17,38.6,2.16,16,14.88,6/5/2024,0,101,7,13.5,4.62,3027.852184,3,69.54,63.6,9470.061491
2024,RCBD,2024-February-29,2024-July-30,221L1087,plot,24_AYT_CN_SF-rep1-221L1087_25,1,25,5,1,17.2,88,3/11/2024,6.76,3.19,41.2,2.12,14.9,14.89,6/7/2024,0,102,7,13.7,4.83,3158.162795,3,68.96,60.81,9600.521831
2024,RCBD,2024-February-29,2024-July-30,221L1099,plot,24_AYT_CN_SF-rep1-221L1099_5,1,5,1,5,20.5,87,3/11/2024,6.85,3.17,42.5,2.16,15.1,14.12,6/6/2024,0,99,7,15.1,3.66,2354.319296,3,68.4,60.58,9082.65815
2024,RCBD,2024-February-29,2024-July-30,Avant,plot,24_AYT_CN_SF-rep1-Avant_6,1,6,1,6,20.9,85,3/11/2024,6.8,3.11,41,2.19,15,13.96,6/4/2024,0,95,7,13.5,4.04,2647.732213,3,68.81,61.59,8990.315352
2024,RCBD,2024-February-29,2024-July-30,Cheniere,plot,24_AYT_CN_SF-rep1-Cheniere_12,1,12,2,1,15.9,90,3/11/2024,6.36,2.77,43.7,2.3,13.9,14.42,6/9/2024,0,100,7,13.6,4.73,3096.360152,3,68.81,58.35,9406.736819
2024,RCBD,2024-February-29,2024-July-30,Della2,plot,24_AYT_CN_SF-rep1-Della2_28,1,28,5,4,12.4,94,3/11/2024,6.66,3.1,43.9,2.15,15.7,13.86,6/13/2024,0,98,7,13.7,4.32,2824.692189,3,67.67,61.19,8852.407279
2024,RCBD,2024-February-29,2024-July-30,DG263L,plot,24_AYT_CN_SF-rep1-DG263L_3,1,3,1,3,20.7,90,3/11/2024,6.29,2.83,46.6,2.22,15.6,12.94,6/9/2024,50,98,7,21.5,4.76,2831.086873,3,66.25,58.15,8274.605636
2024,RCBD,2024-February-29,2024-July-30,Fitzgerald,plot,24_AYT_CN_SF-rep1-Fitzgerald_11,1,11,2,2,11.8,86,3/11/2024,6.82,3.31,35.5,2.06,14.2,14.17,6/5/2024,0,94,7,13.5,3.47,2274.166034,3,69.36,63.03,9211.444076
2024,RCBD,2024-February-29,2024-July-30,Jupiter,plot,24_AYT_CN_SF-rep1-Jupiter_2,1,2,1,2,24.1,93,3/11/2024,6.03,2.53,38.8,2.38,20.2,17.88,6/12/2024,0,83,7,14.9,4.67,3011.085082,3,67.46,63.12,10810.38068
2024,RCBD,2024-February-29,2024-July-30,MP6_295,plot,24_AYT_CN_SF-rep1-MP6_295_18,1,18,3,6,24.6,89,3/11/2024,6.71,3.18,41.9,2.11,15,15.78,6/8/2024,0,101,7,17.1,5.55,3485.973652,3,66.58,55.05,10162.40518
2024,RCBD,2024-February-29,2024-July-30,RU2102066,plot,24_AYT_CN_SF-rep1-RU2102066_1,1,1,1,1,23.5,89,3/11/2024,5.68,2.18,39.2,2.61,18.2,18.22,6/8/2024,0,93,7,14.6,4.29,2775.822869,3,68.95,65.13,11292.0361
2024,RCBD,2024-February-29,2024-July-30,RU2102070,plot,24_AYT_CN_SF-rep1-RU2102070_8,1,8,2,5,15.1,88,3/11/2024,5.98,2.34,41.4,2.56,15.7,17.46,6/7/2024,0,103,7,13.7,5.56,3635.483466,3,67.86,63.5,11151.73384
2024,RCBD,2024-February-29,2024-July-30,Taurus,plot,24_AYT_CN_SF-rep1-Taurus_17,1,17,3,5,8.8,90,3/11/2024,5.74,2.33,39.4,2.46,15.3,17.27,6/9/2024,0,90,7,12.9,4.67,3081.850889,3,69.33,64.69,11082.7192
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-36,plot,24_AYT_CN_SF-rep2-19T-176-CONV-36_37,2,37,7,1,10.9,93,3/11/2024,5.68,2.13,39.4,2.67,15.6,16.05,6/12/2024,0,118,7,14.3,4.32,2805.053542,3,68.24,62.22,10263.32461
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-38,plot,24_AYT_CN_SF-rep2-19T-176-CONV-38_46,2,46,8,3,12.9,93,3/11/2024,6.29,2.65,40.1,2.37,15.3,16.67,6/12/2024,0,106,7,12.8,3.58,2365.24481,1,68.78,63.44,10697.67973
2024,RCBD,2024-February-29,2024-July-30,19T-176-CONV-6,plot,24_AYT_CN_SF-rep2-19T-176-CONV-6_55,2,55,10,6,5.7,93,3/11/2024,5.71,2.18,43.9,2.62,15.8,15.56,6/12/2024,0,106,7,12.4,2.87,1904.857927,1,67.99,63.31,9926.411292
2024,RCBD,2024-February-29,2024-July-30,19T-217-39,plot,24_AYT_CN_SF-rep2-19T-217-39_44,2,44,8,5,16.6,85,3/11/2024,6.78,3.1,40.1,2.19,14.8,14.09,6/4/2024,10,106,7,13.7,3.59,2347.371519,3,69.65,63.62,9095.386727
2024,RCBD,2024-February-29,2024-July-30,19T-218-30,plot,24_AYT_CN_SF-rep2-19T-218-30_49,2,49,9,1,24.6,90,3/11/2024,6.72,3.22,41,2.09,14.9,16.7,6/9/2024,0,111,7,14.8,4.22,2724.135039,3,68.22,56.77,10767.54295
2024,RCBD,2024-February-29,2024-July-30,19T-218-43,plot,24_AYT_CN_SF-rep2-19T-218-43_52,2,52,9,4,17.7,90,3/11/2024,6.79,3.17,40.5,2.14,15.4,16,6/9/2024,0,106,7,13.6,4.33,2834.511513,3,68.38,60.84,10255.59655
2024,RCBD,2024-February-29,2024-July-30,19T-238-13,plot,24_AYT_CN_SF-rep2-19T-238-13_29,2,29,5,5,33.6,88,3/11/2024,6.52,3.02,41.4,2.16,14.4,15.05,6/7/2024,10,101,7,15.8,4.44,2832.511281,3,69.85,62.7,9760.697339
2024,RCBD,2024-February-29,2024-July-30,19T-238-62,plot,24_AYT_CN_SF-rep2-19T-238-62_32,2,32,6,5,31,90,3/11/2024,6.65,3.11,44.6,2.14,13.8,16.52,6/9/2024,0,108,7,12.6,5.37,3556.004525,3,70.22,61.58,10789.16638
2024,RCBD,2024-February-29,2024-July-30,201L1251,plot,24_AYT_CN_SF-rep2-201L1251_42,2,42,7,6,19.4,90,3/11/2024,6.81,3.26,43.7,2.09,13.5,16,6/9/2024,20,102,7,16.1,6.09,3871.291197,3,68.92,58,10485.92318
2024,RCBD,2024-February-29,2024-July-30,211L1008,plot,24_AYT_CN_SF-rep2-211L1008_43,2,43,8,6,18.5,86,3/11/2024,6.73,3.1,39.4,2.17,16.3,14.81,6/5/2024,20,108,7,14.7,5.26,3399.471166,3,69.39,63.04,9391.848929
2024,RCBD,2024-February-29,2024-July-30,211L1032,plot,24_AYT_CN_SF-rep2-211L1032_47,2,47,8,2,13.5,87,3/11/2024,6.78,3.1,41.9,2.19,16.4,15.77,6/6/2024,0,108,7,14.5,5.5,3562.914419,3,68.13,62.56,9988.690403
2024,RCBD,2024-February-29,2024-July-30,211L1056,plot,24_AYT_CN_SF-rep2-211L1056_51,2,51,9,3,14.9,87,3/11/2024,6.38,2.7,42.5,2.36,14.2,14.88,6/6/2024,0,104,7,14.2,5.28,3432.399238,3,68.54,59.59,9672.99138
2024,RCBD,2024-February-29,2024-July-30,211L1124,plot,24_AYT_CN_SF-rep2-211L1124_45,2,45,8,4,20.3,88,3/11/2024,6.82,3.23,39.9,2.11,16.7,15.7,6/7/2024,0,113,7,16.3,5.31,3367.414407,3,68.99,62.22,9908.667049
2024,RCBD,2024-February-29,2024-July-30,211L1331,plot,24_AYT_CN_SF-rep2-211L1331_50,2,50,9,2,16.1,95,3/11/2024,6.66,3.03,40.8,2.2,14.6,15.28,6/14/2024,0,110,7,14.8,6.43,4150.755521,3,68.34,61.5,9886.710254
2024,RCBD,2024-February-29,2024-July-30,221L1002,plot,24_AYT_CN_SF-rep2-221L1002_38,2,38,7,2,26.3,89,3/11/2024,6.77,3.27,42.1,2.07,15.4,16.81,6/8/2024,0,116,7,14.2,4.86,3159.367481,3,68.21,58.71,10774.78612
2024,RCBD,2024-February-29,2024-July-30,221L1013,plot,24_AYT_CN_SF-rep2-221L1013_39,2,39,7,3,17.4,85,3/11/2024,6.23,2.72,41.9,2.29,15.4,14.46,6/4/2024,0,103,7,14,4.96,3231.891068,3,68.54,56.78,9268.495378
2024,RCBD,2024-February-29,2024-July-30,221L1087,plot,24_AYT_CN_SF-rep2-221L1087_53,2,53,9,5,22.7,88,3/11/2024,6.73,3.22,42.3,2.09,15,15.33,6/7/2024,0,105,7,14.9,4.02,2591.983304,3,68.18,60.89,9872.602747
2024,RCBD,2024-February-29,2024-July-30,221L1099,plot,24_AYT_CN_SF-rep2-221L1099_35,2,35,6,2,21,87,3/11/2024,6.85,3.22,41.2,2.13,16.4,15.75,6/6/2024,0,106,7,14.7,5.84,3774.317796,3,68.47,61.86,9976.022438
2024,RCBD,2024-February-29,2024-July-30,Avant,plot,24_AYT_CN_SF-rep2-Avant_36,2,36,6,1,19.2,84,3/11/2024,6.8,3.15,38.6,2.16,15.8,14.86,6/3/2024,0,97,7,12.8,4.67,3085.389179,3,69.78,63.17,9479.850373
2024,RCBD,2024-February-29,2024-July-30,Cheniere,plot,24_AYT_CN_SF-rep2-Cheniere_33,2,33,6,4,13.9,92,3/11/2024,6.62,3.02,42.8,2.19,14.5,14.8,6/11/2024,0,103,7,15,4.96,3194.310939,3,68.12,60.91,9587.346239
2024,RCBD,2024-February-29,2024-July-30,Della2,plot,24_AYT_CN_SF-rep2-Della2_41,2,41,7,5,19.1,94,3/11/2024,6.71,3.15,44.4,2.13,14.9,13.49,6/13/2024,0,109,7,13.9,4.26,2779.005057,3,68.17,62.05,8697.85356
2024,RCBD,2024-February-29,2024-July-30,DG263L,plot,24_AYT_CN_SF-rep2-DG263L_40,2,40,7,4,20.3,90,3/11/2024,6.61,3.03,42.1,2.18,16.2,15.39,6/9/2024,0,111,7,19.4,7.74,4726.640687,3,68.57,59.87,9771.319639
2024,RCBD,2024-February-29,2024-July-30,Fitzgerald,plot,24_AYT_CN_SF-rep2-Fitzgerald_56,2,56,10,5,10.5,88,3/11/2024,6.86,3.36,33.8,2.04,13.9,14.06,6/7/2024,0,98,7,12.2,2.76,1836.031739,3,69.49,63.1,9171.894568
2024,RCBD,2024-February-29,2024-July-30,Jupiter,plot,24_AYT_CN_SF-rep2-Jupiter_31,2,31,6,6,24,94,3/11/2024,6,2.45,41.9,2.45,19.5,18.14,6/13/2024,0,101,7,16.5,6.63,4194.465151,3,68.14,61.83,11063.78544
2024,RCBD,2024-February-29,2024-July-30,MP6_295,plot,24_AYT_CN_SF-rep2-MP6_295_48,2,48,8,1,16.9,89,3/11/2024,6.35,2.63,40.5,2.41,14.8,14.58,6/8/2024,0,100,7,15.4,5.97,3826.672371,3,67.46,50.16,9411.691872
2024,RCBD,2024-February-29,2024-July-30,RU2102066,plot,24_AYT_CN_SF-rep2-RU2102066_54,2,54,9,6,15.7,90,3/11/2024,5.66,2.16,40.1,2.62,19,16.53,6/9/2024,0,91,7,13.7,5.51,3602.790269,3,68.24,65.2,10144.44879
2024,RCBD,2024-February-29,2024-July-30,RU2102070,plot,24_AYT_CN_SF-rep2-RU2102070_30,2,30,5,6,20.9,88,3/11/2024,5.8,2.25,39,2.58,17.8,17.2,6/7/2024,0,97,7,14.6,6.68,4322.260318,3,68.65,64.9,10712.00696
2024,RCBD,2024-February-29,2024-July-30,Taurus,plot,24_AYT_CN_SF-rep2-Taurus_34,2,34,6,3,21.1,90,3/11/2024,6.05,2.62,41.6,2.31,15.4,18.44,6/9/2024,0,101,7,13.7,5.76,3766.256253,1,69.55,63.81,11819.57502
2024,RCBD,2024-February-27,2024-July-22,19T-262-128,plot,24_AYT_PV_RRS-rep1-19T-262-128_19,1,19,4,2,24.5,98,3/9/2024,7.15,3.37,41,2.12,18,14.5,6/15/2024,0,87,5,12.6,4.93,3264.637301,5,70.81,63.66,9008.499034
2024,RCBD,2024-February-27,2024-July-22,19T-262-244,plot,24_AYT_PV_RRS-rep1-19T-262-244_16,1,16,4,5,22.4,96,3/9/2024,7.04,3.21,40.3,2.19,17.6,13.94,6/13/2024,0,97,5,13.4,4.96,3254.439145,3,71.81,65.61,8702.831343
2024,RCBD,2024-February-27,2024-July-22,19T-262-62,plot,24_AYT_PV_RRS-rep1-19T-262-62_5,1,5,1,5,22.6,96,3/9/2024,6.84,3.21,42.5,2.13,15.9,14.9,6/13/2024,0,97,7,11.4,3.83,2571.041474,3,68.24,59.77,9494.079104
2024,RCBD,2024-February-27,2024-July-22,203L1104,plot,24_AYT_PV_RRS-rep1-203L1104_22,1,22,5,2,18.6,106,3/9/2024,6.99,3.27,37.5,2.14,22.9,13.97,6/23/2024,0,91,7,13.2,4.67,3071.236018,3,69.87,64.86,8160.586374
2024,RCBD,2024-February-27,2024-July-22,213L1041,plot,24_AYT_PV_RRS-rep1-213L1041_20,1,20,4,1,25.2,97,3/9/2024,6.99,3.25,39.2,2.15,19.2,14.34,6/14/2024,0,105,7,14.3,4.68,3038.808003,5,71.36,64.88,8778.717908
2024,RCBD,2024-February-27,2024-July-22,213L1130,plot,24_AYT_PV_RRS-rep1-213L1130_18,1,18,4,3,19.8,98,3/9/2024,7.3,3.38,39.2,2.16,18.8,14.03,6/15/2024,0,102,7,13,4.24,2794.870539,3,69.95,62.73,8631.460392
2024,RCBD,2024-February-27,2024-July-22,213L1140,plot,24_AYT_PV_RRS-rep1-213L1140_8,1,8,2,3,21.6,100,3/9/2024,7.24,3.42,47.6,2.12,18.8,14.12,6/17/2024,0,93,5,17.6,4.03,2515.989616,5,68.02,51.28,8686.829703
2024,RCBD,2024-February-27,2024-July-22,223L1027,plot,24_AYT_PV_RRS-rep1-223L1027_23,1,23,5,3,26.7,97,3/9/2024,7.22,3.47,35.7,2.08,17.2,15.37,6/14/2024,0,97,7,12.6,4.97,3291.12523,3,71.84,66.69,9642.170039
2024,RCBD,2024-February-27,2024-July-22,223L1037,plot,24_AYT_PV_RRS-rep1-223L1037_3,1,3,1,3,15.4,107,3/9/2024,6.97,3.38,41.6,2.06,24.3,14.17,6/24/2024,0,92,5,16.3,3.82,2422.509046,5,69.11,62.14,8127.113247
2024,RCBD,2024-February-27,2024-July-22,223L1065,plot,24_AYT_PV_RRS-rep1-223L1065_15,1,15,3,5,27.2,96,3/9/2024,6.97,3.06,43.2,2.28,16.8,15.66,6/13/2024,0,93,5,17,4.81,3024.821528,3,71.38,63.66,9871.557185
2024,RCBD,2024-February-27,2024-July-22,223L1139,plot,24_AYT_PV_RRS-rep1-223L1139_2,1,2,1,2,19.6,102,3/9/2024,6.89,3.15,39.4,2.19,18.1,15.78,6/19/2024,0,96,7,16,4.89,3112.180174,3,70.29,65.27,9791.776281
2024,RCBD,2024-February-27,2024-July-22,223L1213,plot,24_AYT_PV_RRS-rep1-223L1213_1,1,1,1,1,31.6,94,3/9/2024,6.84,3.21,41.4,2.13,14.8,17.14,6/11/2024,0,99,7,12.7,4.72,3121.999498,3,70.21,62.76,11064.22488
2024,RCBD,2024-February-27,2024-July-22,223L1216,plot,24_AYT_PV_RRS-rep1-223L1216_12,1,12,3,2,23.8,98,3/9/2024,6.81,3.05,34.5,2.23,18.6,14.89,6/15/2024,0,93,7,16,5.21,3315.840226,3,71.25,66.82,9183.107839
2024,RCBD,2024-February-27,2024-July-22,223L1236,plot,24_AYT_PV_RRS-rep1-223L1236_17,1,17,4,4,22.9,94,3/9/2024,7.28,3.52,41.6,2.07,17.4,15.49,6/11/2024,0,101,7,15.3,4.85,3112.445356,3,68.96,58.96,9693.978379
2024,RCBD,2024-February-27,2024-July-22,23AR2133,plot,24_AYT_PV_RRS-rep1-23AR2133_25,1,25,5,5,45.5,99,3/9/2024,6.88,3.26,35.1,2.11,21,15.39,6/16/2024,0,106,7,19.7,6.13,3729.517131,3,70.06,63.01,9211.625913
2024,RCBD,2024-February-27,2024-July-22,23AR2134,plot,24_AYT_PV_RRS-rep1-23AR2134_4,1,4,1,4,29.1,98,3/9/2024,6.88,3.34,38.4,2.06,20.5,16.68,6/15/2024,0,96,7,18.9,4.74,2912.566047,3,67.42,59.18,10046.9388
2024,RCBD,2024-February-27,2024-July-22,23AR2205,plot,24_AYT_PV_RRS-rep1-23AR2205_9,1,9,2,2,34,99,3/9/2024,6.19,2.48,35.3,2.5,22.2,17.61,6/16/2024,0,96,7,16.3,4.04,2562.025274,5,67.91,61.22,10380.29114
2024,RCBD,2024-February-27,2024-July-22,23DGL-002PV,plot,24_AYT_PV_RRS-rep1-23DGL-002PV_13,1,13,3,3,29.5,101,3/9/2024,6.49,2.77,41.2,2.34,23.2,15.69,6/18/2024,0,92,7,20.7,3.58,2150.96231,3,66.72,59.76,9129.662967
2024,RCBD,2024-February-27,2024-July-22,23DGL-007PV-2,plot,24_AYT_PV_RRS-rep1-23DGL-007PV-2_6,1,6,2,5,15.4,105,3/9/2024,6.44,2.89,39.2,2.23,21.5,15.07,6/22/2024,0,97,7,17.3,3.68,2305.843961,5,69.25,64.5,8963.001947
2024,RCBD,2024-February-27,2024-July-22,23DGL-015PV-3,plot,24_AYT_PV_RRS-rep1-23DGL-015PV-3_11,1,11,3,1,26.8,99,3/9/2024,6.41,2.76,39.2,2.32,20.5,13.88,6/16/2024,0,97,7,17.7,3.86,2406.931477,5,69.11,62.61,8360.402308
2024,RCBD,2024-February-27,2024-July-22,23DGL-017PV-1,plot,24_AYT_PV_RRS-rep1-23DGL-017PV-1_7,1,7,2,4,31.9,101,3/9/2024,6.55,2.91,44.9,2.25,19.7,14.23,6/18/2024,0,93,7,18.7,3.66,2254.489503,5,67.63,59.56,8657.470633
2024,RCBD,2024-February-27,2024-July-22,23DGL-024PV-3,plot,24_AYT_PV_RRS-rep1-23DGL-024PV-3_24,1,24,5,4,15.9,107,3/9/2024,6.56,2.8,37.1,2.34,23.2,14.78,6/24/2024,0,95,7,16,3.79,2412.098744,5,68.99,64.46,8600.154153
2024,RCBD,2024-February-27,2024-July-22,PVL03,plot,24_AYT_PV_RRS-rep1-PVL03_14,1,14,3,4,23.4,98,3/9/2024,7.15,3.33,41,2.15,17.4,16.5,6/15/2024,0,95,7,14.2,4.84,3146.365968,1,71.24,62.72,10326.05831
2024,RCBD,2024-February-27,2024-July-22,PVL04,plot,24_AYT_PV_RRS-rep1-PVL04_21,1,21,5,1,25.4,105,3/9/2024,7.17,3.3,36.3,2.17,25.2,15.45,6/22/2024,0,97,7,17.7,5.28,3292.382952,3,69.58,64.37,8755.897388
2024,RCBD,2024-February-27,2024-July-22,RU2102186,plot,24_AYT_PV_RRS-rep1-RU2102186_10,1,10,2,1,26.9,99,3/9/2024,7.05,3.49,43.2,2.02,16.8,14.56,6/16/2024,0,95,7,14.3,4.83,3136.205696,3,70.3,61.77,9178.152785
2024,RCBD,2024-February-27,2024-July-22,19T-262-128,plot,24_AYT_PV_RRS-rep2-19T-262-128_35,2,35,7,5,25.1,96,3/9/2024,7.04,3.31,41.6,2.13,16.8,14.29,6/13/2024,0,101,7,12.5,5.46,3619.739211,3,70.39,61.89,9007.953524
2024,RCBD,2024-February-27,2024-July-22,19T-262-244,plot,24_AYT_PV_RRS-rep2-19T-262-244_36,2,36,8,5,22.2,97,3/9/2024,7.05,3.23,38.6,2.18,16.6,15.04,6/14/2024,0,99,7,12.4,5.33,3537.593292,1,72.33,66.15,9503.519465
2024,RCBD,2024-February-27,2024-July-22,19T-262-62,plot,24_AYT_PV_RRS-rep2-19T-262-62_34,2,34,7,4,20.9,96,3/9/2024,6.89,3.16,39.4,2.18,16.5,14.77,6/13/2024,0,101,7,12.4,4.87,3232.285053,3,71.41,64.2,9344.101612
2024,RCBD,2024-February-27,2024-July-22,203L1104,plot,24_AYT_PV_RRS-rep2-203L1104_49,2,49,10,2,15.6,107,3/9/2024,7,3.26,36.5,2.15,24.7,14.56,6/24/2024,0,91,5,15.5,6.07,3886.171716,5,70.88,66.99,8306.669528
2024,RCBD,2024-February-27,2024-July-22,213L1041,plot,24_AYT_PV_RRS-rep2-213L1041_44,2,44,9,4,23.4,97,3/9/2024,6.96,3.25,39.4,2.14,19.5,15.84,6/14/2024,0,107,5,13.4,5.83,3825.278269,1,70.94,63.23,9660.99015
2024,RCBD,2024-February-27,2024-July-22,213L1130,plot,24_AYT_PV_RRS-rep2-213L1130_32,2,32,7,2,20.4,97,3/9/2024,7.27,3.35,39.2,2.17,20.2,14.75,6/14/2024,0,99,7,12.1,4.68,3116.817077,3,70.13,62.36,8917.959452
2024,RCBD,2024-February-27,2024-July-22,213L1140,plot,24_AYT_PV_RRS-rep2-213L1140_29,2,29,6,2,26.6,100,3/9/2024,7.28,3.4,45.6,2.14,19.1,14.78,6/17/2024,0,101,7,16.9,5.15,3242.536245,3,67.98,53.18,9059.276966
2024,RCBD,2024-February-27,2024-July-22,223L1027,plot,24_AYT_PV_RRS-rep2-223L1027_27,2,27,6,4,21.2,97,3/9/2024,7.16,3.46,37.5,2.07,15.5,14.03,6/14/2024,0,101,7,11.6,4.73,3168.035156,3,71.3,65.1,8982.246343
2024,RCBD,2024-February-27,2024-July-22,223L1037,plot,24_AYT_PV_RRS-rep2-223L1037_30,2,30,6,1,14.9,106,3/9/2024,7.17,3.41,38.6,2.1,24.7,12.75,6/23/2024,0,96,7,15.3,3.67,2355.19061,3,68.28,60.65,7274.040967
2024,RCBD,2024-February-27,2024-July-22,223L1065,plot,24_AYT_PV_RRS-rep2-223L1065_46,2,46,10,5,25.3,96,3/9/2024,6.99,3.11,41.9,2.25,19.4,15.7,6/13/2024,0,100,5,16.5,6.09,3852.834505,3,71.85,63.92,9587.497769
2024,RCBD,2024-February-27,2024-July-22,223L1139,plot,24_AYT_PV_RRS-rep2-223L1139_28,2,28,6,3,21.8,100,3/9/2024,6.9,3.15,38.4,2.19,18.4,14.54,6/17/2024,0,99,7,16.4,6.18,3914.455309,3,70.73,65.55,8989.284944
2024,RCBD,2024-February-27,2024-July-22,223L1213,plot,24_AYT_PV_RRS-rep2-223L1213_33,2,33,7,3,33.4,94,3/9/2024,6.93,3.25,39.7,2.13,15.9,15.7,6/11/2024,0,108,7,14,5.19,3381.756984,3,71.52,64.33,10003.82832
2024,RCBD,2024-February-27,2024-July-22,223L1216,plot,24_AYT_PV_RRS-rep2-223L1216_43,2,43,9,3,28.4,96,3/9/2024,6.78,3.01,35.3,2.25,18.3,15.31,6/13/2024,0,95,7,16.7,5.53,3490.17111,1,70.48,64.55,9476.933407
2024,RCBD,2024-February-27,2024-July-22,223L1236,plot,24_AYT_PV_RRS-rep2-223L1236_41,2,41,9,1,28.5,95,3/9/2024,7.31,3.57,42.1,2.05,16.2,16.51,6/12/2024,0,107,7,16.8,5.01,3158.185525,1,68.58,58.41,10482.42282
2024,RCBD,2024-February-27,2024-July-22,23AR2133,plot,24_AYT_PV_RRS-rep2-23AR2133_31,2,31,7,1,43.8,99,3/9/2024,6.97,3.32,34.7,2.1,21.6,16.09,6/16/2024,0,99,7,20.1,6.06,3668.563071,3,69.44,63.46,9557.464388
2024,RCBD,2024-February-27,2024-July-22,23AR2134,plot,24_AYT_PV_RRS-rep2-23AR2134_26,2,26,6,5,37.4,98,3/9/2024,6.99,3.39,37.8,2.06,20.9,16.14,6/15/2024,0,103,7,20.5,6.26,3770.665856,3,67.41,59.14,9672.764084
2024,RCBD,2024-February-27,2024-July-22,23AR2205,plot,24_AYT_PV_RRS-rep2-23AR2205_38,2,38,8,3,28.2,99,3/9/2024,6.14,2.37,33.6,2.59,21.6,17.97,6/16/2024,0,105,7,17.5,4.98,3112.862071,3,68.07,60.89,10674.1849
2024,RCBD,2024-February-27,2024-July-22,23DGL-002PV,plot,24_AYT_PV_RRS-rep2-23DGL-002PV_37,2,37,8,4,25.5,103,3/9/2024,6.6,2.83,40.1,2.33,22.9,16.67,6/20/2024,0,86,7,20.2,4.5,2720.771011,3,68.62,62.82,9737.793476
2024,RCBD,2024-February-27,2024-July-22,23DGL-007PV-2,plot,24_AYT_PV_RRS-rep2-23DGL-007PV-2_48,2,48,10,3,14.4,104,3/9/2024,6.45,2.88,38.6,2.24,23.8,14.26,6/21/2024,0,92,7,18.9,4.46,2740.515732,5,69.17,64.41,8232.752862
2024,RCBD,2024-February-27,2024-July-22,23DGL-015PV-3,plot,24_AYT_PV_RRS-rep2-23DGL-015PV-3_40,2,40,8,1,26.1,99,3/9/2024,6.43,2.77,38.2,2.32,22.7,16.39,6/16/2024,0,96,7,19.6,4.28,2607.212348,5,68.7,62.15,9599.067137
2024,RCBD,2024-February-27,2024-July-22,23DGL-017PV-1,plot,24_AYT_PV_RRS-rep2-23DGL-017PV-1_42,2,42,9,2,33,101,3/9/2024,6.55,2.9,42.8,2.26,22.8,14.03,6/18/2024,0,96,7,18.6,4.07,2510.125298,3,67.55,59.91,8206.265298
2024,RCBD,2024-February-27,2024-July-22,23DGL-024PV-3,plot,24_AYT_PV_RRS-rep2-23DGL-024PV-3_39,2,39,8,2,19.7,105,3/9/2024,6.52,2.79,36.5,2.34,23.8,16.47,6/22/2024,0,98,5,16.6,2.63,1661.875119,5,67.75,62.67,9508.656356
2024,RCBD,2024-February-27,2024-July-22,PVL03,plot,24_AYT_PV_RRS-rep2-PVL03_50,2,50,10,1,25.8,98,3/9/2024,7.16,3.3,39.7,2.17,18.7,15.2,6/15/2024,0,102,5,14.6,5.36,3468.160974,3,70.56,62.83,9362.777768
2024,RCBD,2024-February-27,2024-July-22,PVL04,plot,24_AYT_PV_RRS-rep2-PVL04_45,2,45,9,5,22.6,103,3/9/2024,7.22,3.3,38,2.19,26,15.97,6/20/2024,0,108,7,16.4,7.04,4459.185335,3,68.86,62.39,8953.796458
